Location,Price,Hour,Time_of_Day,Day,Day_W,Month,Year,Season,High_Qual,Position,Seafront
New York,240.4795903442828,2,Night,24,Tuesday,5,2016,spring,False,east,seacost
Philadelphia,198.1507188023164,11,Morning,6,Thursday,1,2022,winter,False,east,seacost
Phoenix,191.228113360096,13,Afternoon,18,Sunday,10,2020,autumn,False,southwestern,inland
Dallas,260.3218938204897,15,Afternoon,13,Saturday,10,2018,autumn,False,south,inland
Philadelphia,310.8626158661029,10,Morning,27,Tuesday,6,2017,summer,False,east,seacost
San Jose,235.05565397465,13,Afternoon,10,Sunday,7,2016,summer,False,west,seacost
Los Angeles,246.3795476520337,19,Evening,4,Sunday,6,2017,summer,False,west,seacost
San Diego,190.72226928633285,23,Evening,14,Wednesday,9,2022,autumn,False,southwestern,seacost
New York,386.5636536919556,17,Afternoon,8,Saturday,9,2018,autumn,True,east,seacost
San Antonio,111.36961528664806,4,Night,9,Monday,11,2020,autumn,False,south,inland
Chicago,287.2793380139969,4,Night,28,Sunday,2,2016,winter,False,midwest,seacost
Chicago,306.8868950258648,5,Night,21,Thursday,7,2022,summer,False,midwest,seacost
San Antonio,255.48151236975065,1,Night,25,Friday,8,2017,summer,True,south,inland
New York,227.82676930360648,9,Morning,2,Friday,10,2015,autumn,False,east,seacost
Chicago,209.7151531038148,18,Evening,10,Wednesday,5,2017,spring,False,midwest,seacost
Philadelphia,282.7759051510612,1,Night,22,Tuesday,9,2020,autumn,False,east,seacost
San Jose,231.8465707273401,0,Night,12,Friday,1,2018,winter,False,west,seacost
Los Angeles,243.8387837810088,8,Morning,9,Wednesday,3,2016,spring,False,west,seacost
Dallas,153.35194164084072,19,Evening,20,Monday,3,2017,spring,False,south,inland
New York,287.9567651268022,6,Morning,11,Wednesday,11,2020,autumn,False,east,seacost
San Antonio,108.9224602508228,11,Morning,13,Friday,4,2018,spring,False,south,inland
San Jose,389.93876537118535,5,Night,30,Friday,11,2018,autumn,False,west,seacost
San Antonio,115.39128939732656,4,Night,21,Tuesday,7,2015,summer,False,south,inland
Philadelphia,264.89713869619675,2,Night,21,Tuesday,12,2021,winter,False,east,seacost
Houston,177.49822189994316,16,Afternoon,3,Friday,12,2021,winter,False,south,seacost
Houston,237.05944874290265,5,Night,4,Saturday,7,2020,summer,False,south,seacost
San Antonio,291.886668166685,9,Morning,26,Thursday,11,2015,autumn,True,south,inland
Los Angeles,320.75966844768107,2,Night,29,Wednesday,7,2015,summer,False,west,seacost
Phoenix,107.0724871510982,7,Morning,19,Tuesday,4,2022,spring,False,southwestern,inland
San Antonio,186.08048790161223,8,Morning,1,Monday,6,2020,summer,False,south,inland
Chicago,242.40404455638003,12,Afternoon,6,Monday,11,2017,autumn,False,midwest,seacost
San Antonio,207.2354989406904,6,Morning,24,Tuesday,11,2020,autumn,False,south,inland
Chicago,283.5342025449211,6,Morning,14,Sunday,6,2015,summer,False,midwest,seacost
Chicago,186.62306345562385,2,Night,29,Monday,8,2016,summer,False,midwest,seacost
Houston,138.34932440259044,5,Night,30,Saturday,4,2022,spring,False,south,seacost
Chicago,214.24216237130264,11,Morning,30,Monday,4,2018,spring,False,midwest,seacost
Los Angeles,407.7936023828657,0,Night,4,Friday,5,2018,spring,True,west,seacost
New York,206.13926752525344,13,Afternoon,24,Friday,8,2018,summer,False,east,seacost
San Diego,393.1155073799063,12,Afternoon,17,Sunday,5,2015,spring,True,southwestern,seacost
Los Angeles,292.2656660216514,7,Morning,10,Thursday,8,2017,summer,False,west,seacost
Phoenix,191.38228432915315,4,Night,9,Tuesday,5,2017,spring,False,southwestern,inland
San Diego,386.971594864369,21,Evening,1,Friday,9,2023,autumn,True,southwestern,seacost
Los Angeles,268.409109295204,9,Morning,30,Monday,3,2020,spring,False,west,seacost
Los Angeles,342.7669382512321,22,Evening,30,Tuesday,8,2022,summer,False,west,seacost
Los Angeles,251.7270900768685,10,Morning,16,Tuesday,1,2018,winter,False,west,seacost
San Diego,393.13243001226806,21,Evening,10,Wednesday,6,2015,summer,True,southwestern,seacost
Phoenix,238.00500403824543,21,Evening,4,Monday,1,2021,winter,False,southwestern,inland
San Antonio,239.92441085010336,9,Morning,7,Sunday,8,2016,summer,False,south,inland
Philadelphia,215.20730440485093,5,Night,8,Monday,11,2021,autumn,False,east,seacost
Dallas,276.49130140211565,6,Morning,16,Tuesday,1,2018,winter,False,south,inland
Philadelphia,295.37587441625675,22,Evening,13,Tuesday,6,2023,summer,False,east,seacost
Philadelphia,192.4052710787245,6,Morning,6,Thursday,6,2019,summer,False,east,seacost
Dallas,145.31854094675643,8,Morning,18,Sunday,2,2018,winter,False,south,inland
Dallas,285.20612439381296,8,Morning,23,Monday,3,2020,spring,False,south,inland
Philadelphia,379.38331678915785,20,Evening,19,Sunday,3,2023,spring,True,east,seacost
Los Angeles,268.278871632812,19,Evening,20,Sunday,11,2022,autumn,False,west,seacost
Chicago,261.8361996776844,6,Morning,26,Tuesday,7,2022,summer,False,midwest,seacost
New York,407.3167932580664,4,Night,2,Monday,1,2017,winter,True,east,seacost
Dallas,210.58915973784852,23,Evening,21,Friday,7,2017,summer,False,south,inland
San Diego,406.5248535131661,21,Evening,9,Friday,10,2015,autumn,True,southwestern,seacost
Dallas,236.665255649872,17,Afternoon,11,Saturday,3,2017,spring,False,south,inland
San Antonio,264.153424140263,4,Night,15,Friday,4,2016,spring,True,south,inland
Philadelphia,366.299366787312,23,Evening,1,Wednesday,8,2018,summer,True,east,seacost
San Jose,394.65714563057065,20,Evening,8,Monday,4,2019,spring,False,west,seacost
Phoenix,131.8828926897912,17,Afternoon,5,Tuesday,6,2018,summer,False,southwestern,inland
San Jose,338.66953171851014,20,Evening,17,Tuesday,1,2023,winter,False,west,seacost
San Antonio,179.68685172393543,18,Evening,18,Thursday,8,2016,summer,False,south,inland
Chicago,135.05110848560295,8,Morning,9,Sunday,10,2016,autumn,False,midwest,seacost
Los Angeles,258.7290305291557,15,Afternoon,27,Wednesday,7,2016,summer,False,west,seacost
Chicago,182.08417605345784,7,Morning,25,Wednesday,5,2022,spring,False,midwest,seacost
Dallas,296.7884278542724,1,Night,22,Friday,3,2019,spring,True,south,inland
Dallas,117.32701784027316,6,Morning,14,Monday,9,2015,autumn,False,south,inland
Phoenix,291.7965443726947,13,Afternoon,14,Saturday,10,2023,autumn,True,southwestern,inland
San Antonio,171.07376969438593,16,Afternoon,24,Sunday,12,2023,winter,False,south,inland
San Jose,257.0120671207629,16,Afternoon,16,Tuesday,11,2021,autumn,False,west,seacost
San Jose,154.89855080511236,23,Evening,9,Friday,3,2018,spring,False,west,seacost
Chicago,164.45575805668412,10,Morning,25,Wednesday,10,2017,autumn,False,midwest,seacost
Phoenix,180.25190016072173,13,Afternoon,7,Thursday,10,2021,autumn,False,southwestern,inland
Phoenix,285.8582834605428,7,Morning,15,Tuesday,12,2015,winter,True,southwestern,inland
Philadelphia,155.89988185753054,20,Evening,9,Thursday,3,2023,spring,False,east,seacost
Philadelphia,375.7783987045608,0,Night,30,Monday,7,2018,summer,True,east,seacost
Philadelphia,356.06701794212444,21,Evening,9,Tuesday,8,2016,summer,True,east,seacost
San Diego,267.16547113411445,17,Afternoon,19,Sunday,1,2020,winter,False,southwestern,seacost
Houston,181.8741939890172,6,Morning,3,Tuesday,10,2017,autumn,False,south,seacost
San Jose,219.82323878371704,18,Evening,7,Monday,11,2022,autumn,False,west,seacost
Los Angeles,312.0501178135248,5,Night,9,Monday,1,2017,winter,False,west,seacost
New York,159.92237744265168,23,Evening,23,Tuesday,5,2017,spring,False,east,seacost
San Diego,144.36969804511187,3,Night,25,Saturday,2,2017,winter,False,southwestern,seacost
New York,278.6387167494713,19,Evening,7,Tuesday,8,2018,summer,False,east,seacost
San Antonio,113.61481479494404,15,Afternoon,13,Sunday,3,2016,spring,False,south,inland
San Diego,210.543476708906,8,Morning,22,Wednesday,1,2020,winter,False,southwestern,seacost
Los Angeles,201.92505629690348,18,Evening,13,Wednesday,3,2019,spring,False,west,seacost
San Antonio,150.6382387445704,20,Evening,17,Tuesday,10,2017,autumn,False,south,inland
Dallas,138.83215086735672,16,Afternoon,5,Wednesday,10,2022,autumn,False,south,inland
Chicago,122.88869349543702,11,Morning,30,Sunday,7,2017,summer,False,midwest,seacost
Chicago,147.71623131329957,22,Evening,13,Tuesday,12,2022,winter,False,midwest,seacost
Philadelphia,290.80486747331446,8,Morning,25,Friday,3,2016,spring,False,east,seacost
Philadelphia,383.3066153326931,11,Morning,23,Saturday,2,2019,winter,True,east,seacost
Houston,327.87590034339667,8,Morning,23,Sunday,7,2023,summer,True,south,seacost
Dallas,199.9919009820736,3,Night,27,Monday,3,2017,spring,False,south,inland
Los Angeles,185.62723929304948,8,Morning,2,Saturday,9,2023,autumn,False,west,seacost
San Antonio,227.75235147330585,21,Evening,8,Thursday,10,2020,autumn,False,south,inland
Phoenix,198.06106930974744,15,Afternoon,12,Monday,7,2021,summer,False,southwestern,inland
Chicago,357.4583465482636,18,Evening,18,Sunday,8,2019,summer,True,midwest,seacost
San Jose,169.59126214553405,9,Morning,19,Friday,7,2019,summer,False,west,seacost
Philadelphia,333.64095396159144,4,Night,13,Saturday,6,2015,summer,True,east,seacost
San Diego,220.7515792528183,8,Morning,3,Thursday,8,2017,summer,False,southwestern,seacost
San Antonio,148.28372401531482,15,Afternoon,4,Sunday,2,2018,winter,False,south,inland
Los Angeles,325.50128002914926,8,Morning,21,Tuesday,7,2015,summer,False,west,seacost
Dallas,164.13390069801218,10,Morning,11,Wednesday,12,2019,winter,False,south,inland
Los Angeles,326.4405529165725,11,Morning,16,Monday,1,2023,winter,False,west,seacost
Dallas,223.8078737845036,4,Night,6,Thursday,2,2020,winter,False,south,inland
New York,277.2266965307548,22,Evening,4,Monday,7,2016,summer,False,east,seacost
New York,316.4063425984257,1,Night,31,Wednesday,7,2019,summer,False,east,seacost
Houston,173.15133438231857,19,Evening,13,Tuesday,6,2023,summer,False,south,seacost
San Jose,361.97241188189366,18,Evening,2,Sunday,8,2020,summer,True,west,seacost
San Diego,256.1599234133979,16,Afternoon,22,Thursday,6,2017,summer,False,southwestern,seacost
Dallas,189.3200233068964,7,Morning,11,Friday,10,2019,autumn,False,south,inland
San Jose,398.5970743667213,22,Evening,23,Tuesday,5,2023,spring,True,west,seacost
San Jose,427.4900735859577,11,Morning,26,Wednesday,1,2022,winter,True,west,seacost
Philadelphia,141.9619008306972,10,Morning,19,Thursday,5,2016,spring,False,east,seacost
San Antonio,146.5253985659531,13,Afternoon,2,Thursday,7,2020,summer,False,south,inland
Phoenix,169.70387389851263,2,Night,6,Friday,12,2019,winter,False,southwestern,inland
San Antonio,262.99329587404947,14,Afternoon,26,Tuesday,12,2023,winter,False,south,inland
San Diego,415.9375997401233,4,Night,19,Saturday,1,2019,winter,True,southwestern,seacost
Los Angeles,411.3120773076985,2,Night,21,Sunday,11,2021,autumn,True,west,seacost
Phoenix,280.98966910998536,16,Afternoon,6,Wednesday,2,2019,winter,True,southwestern,inland
Phoenix,159.311253012806,23,Evening,16,Thursday,5,2019,spring,False,southwestern,inland
Los Angeles,417.7631481560528,1,Night,5,Friday,2,2016,winter,True,west,seacost
Houston,164.87240903241928,4,Night,26,Wednesday,7,2023,summer,False,south,seacost
New York,181.7718464646697,7,Morning,9,Monday,1,2023,winter,False,east,seacost
Los Angeles,406.2667310955103,10,Morning,4,Saturday,6,2022,summer,True,west,seacost
Philadelphia,190.689266421705,18,Evening,8,Thursday,10,2015,autumn,False,east,seacost
Houston,261.74901831710514,8,Morning,25,Wednesday,10,2017,autumn,False,south,seacost
Dallas,122.83839897572952,7,Morning,14,Thursday,4,2022,spring,False,south,inland
San Jose,369.2127297382429,0,Night,1,Sunday,10,2017,autumn,False,west,seacost
New York,414.516063700152,11,Morning,11,Friday,6,2021,summer,True,east,seacost
Philadelphia,200.83359282115023,12,Afternoon,19,Monday,7,2021,summer,False,east,seacost
San Diego,246.13593090168,1,Night,16,Tuesday,4,2019,spring,False,southwestern,seacost
Chicago,209.83108399701985,16,Afternoon,3,Wednesday,6,2015,summer,False,midwest,seacost
Phoenix,249.7576515080266,18,Evening,2,Monday,8,2021,summer,False,southwestern,inland
Dallas,162.31759335858857,13,Afternoon,8,Friday,7,2022,summer,False,south,inland
Los Angeles,188.11886773334,14,Afternoon,12,Friday,2,2016,winter,False,west,seacost
Chicago,227.8299956850572,16,Afternoon,19,Sunday,11,2017,autumn,False,midwest,seacost
San Antonio,160.8936814754639,6,Morning,25,Saturday,2,2023,winter,False,south,inland
San Antonio,267.8378244517305,5,Night,27,Saturday,10,2018,autumn,True,south,inland
Philadelphia,191.8128747640661,13,Afternoon,3,Tuesday,5,2022,spring,False,east,seacost
Chicago,240.57346979742272,19,Evening,15,Wednesday,3,2023,spring,False,midwest,seacost
Phoenix,288.5167199395861,13,Afternoon,4,Thursday,5,2017,spring,True,southwestern,inland
San Diego,317.519355368505,23,Evening,25,Saturday,12,2021,winter,False,southwestern,seacost
San Antonio,273.4578810924929,22,Evening,8,Thursday,1,2015,winter,True,south,inland
Los Angeles,403.2587130193348,0,Night,19,Tuesday,4,2022,spring,True,west,seacost
Chicago,300.1835668527245,1,Night,16,Tuesday,5,2023,spring,False,midwest,seacost
Chicago,287.8980144539403,19,Evening,25,Friday,12,2020,winter,False,midwest,seacost
San Jose,440.3896699812681,14,Afternoon,5,Tuesday,7,2022,summer,True,west,seacost
Philadelphia,388.5442053083967,15,Afternoon,1,Monday,5,2017,spring,True,east,seacost
Chicago,228.4372038407423,20,Evening,1,Thursday,11,2018,autumn,False,midwest,seacost
San Diego,159.84353789157834,3,Night,21,Friday,7,2017,summer,False,southwestern,seacost
San Diego,221.98232880334527,4,Night,26,Thursday,10,2023,autumn,False,southwestern,seacost
San Diego,182.6593175925645,16,Afternoon,15,Monday,5,2023,spring,False,southwestern,seacost
San Jose,275.24591243880354,23,Evening,7,Thursday,5,2015,spring,False,west,seacost
Chicago,151.50943883358144,18,Evening,9,Thursday,1,2020,winter,False,midwest,seacost
Phoenix,220.8235608041764,11,Morning,31,Sunday,7,2016,summer,False,southwestern,inland
New York,264.8424177473562,2,Night,6,Saturday,4,2019,spring,False,east,seacost
Houston,306.98489454340626,13,Afternoon,15,Wednesday,3,2017,spring,True,south,seacost
San Antonio,293.5589343597004,12,Afternoon,10,Monday,9,2018,autumn,True,south,inland
Los Angeles,293.1277724674382,16,Afternoon,13,Thursday,4,2023,spring,False,west,seacost
Los Angeles,216.950599562927,19,Evening,23,Thursday,4,2015,spring,False,west,seacost
San Jose,327.66912562855106,7,Morning,21,Thursday,5,2020,spring,False,west,seacost
San Jose,419.0283474673229,17,Afternoon,12,Wednesday,10,2016,autumn,True,west,seacost
San Diego,253.8853368340095,20,Evening,26,Wednesday,8,2015,summer,False,southwestern,seacost
San Diego,294.58191747375184,18,Evening,16,Tuesday,10,2018,autumn,False,southwestern,seacost
Houston,169.7636088733521,22,Evening,17,Sunday,9,2017,autumn,False,south,seacost
Houston,210.197712879006,10,Morning,27,Thursday,2,2020,winter,False,south,seacost
Dallas,198.37697778351173,1,Night,29,Monday,4,2019,spring,False,south,inland
Dallas,164.65096231825365,2,Night,5,Thursday,3,2015,spring,False,south,inland
Dallas,221.2906044415679,9,Morning,7,Sunday,11,2021,autumn,False,south,inland
Chicago,194.49139823515475,17,Afternoon,13,Friday,7,2018,summer,False,midwest,seacost
Philadelphia,226.9890646089944,9,Morning,26,Friday,8,2016,summer,False,east,seacost
Los Angeles,286.991723831194,5,Night,25,Monday,4,2022,spring,False,west,seacost
Phoenix,250.1190045857975,9,Morning,14,Friday,12,2018,winter,False,southwestern,inland
San Antonio,166.70149315825506,23,Evening,15,Thursday,7,2021,summer,False,south,inland
Los Angeles,398.7644546538138,0,Night,12,Wednesday,2,2020,winter,True,west,seacost
Dallas,299.71008030389856,10,Morning,22,Sunday,7,2018,summer,True,south,inland
Los Angeles,153.63328287314798,4,Night,24,Wednesday,3,2021,spring,False,west,seacost
Houston,165.80135533650102,5,Night,3,Sunday,6,2018,summer,False,south,seacost
Dallas,208.14981278502444,1,Night,17,Sunday,5,2020,spring,False,south,inland
Houston,133.0181355233443,7,Morning,26,Friday,7,2019,summer,False,south,seacost
San Jose,254.54279671004912,1,Night,4,Saturday,2,2023,winter,False,west,seacost
Phoenix,248.0195051235365,14,Afternoon,14,Saturday,8,2021,summer,False,southwestern,inland
Dallas,259.7131858514217,4,Night,6,Friday,10,2023,autumn,False,south,inland
Phoenix,224.47688571320097,22,Evening,18,Saturday,3,2017,spring,False,southwestern,inland
Phoenix,242.10568054446912,23,Evening,14,Tuesday,11,2017,autumn,False,southwestern,inland
San Jose,211.4771060879105,5,Night,29,Tuesday,11,2016,autumn,False,west,seacost
San Diego,235.67547216212492,19,Evening,20,Tuesday,10,2015,autumn,False,southwestern,seacost
San Jose,352.87274468323886,14,Afternoon,31,Saturday,7,2021,summer,False,west,seacost
Dallas,303.431647866892,18,Evening,17,Monday,4,2017,spring,True,south,inland
Los Angeles,292.22985507186667,18,Evening,22,Tuesday,12,2020,winter,False,west,seacost
Philadelphia,203.5019092458396,0,Night,4,Sunday,1,2015,winter,False,east,seacost
Philadelphia,137.86116708155546,18,Evening,4,Monday,6,2018,summer,False,east,seacost
San Antonio,242.06736579484263,8,Morning,16,Monday,1,2023,winter,False,south,inland
Chicago,121.89218484202569,20,Evening,11,Friday,11,2016,autumn,False,midwest,seacost
Los Angeles,244.35013954987875,5,Night,28,Thursday,10,2021,autumn,False,west,seacost
San Antonio,206.1074429125564,16,Afternoon,12,Wednesday,12,2018,winter,False,south,inland
Dallas,312.86452158878245,7,Morning,24,Thursday,11,2022,autumn,True,south,inland
Phoenix,117.89890900658004,16,Afternoon,27,Tuesday,1,2015,winter,False,southwestern,inland
Los Angeles,253.66385015111945,4,Night,6,Friday,1,2017,winter,False,west,seacost
San Diego,146.80769591884416,6,Morning,15,Thursday,4,2021,spring,False,southwestern,seacost
New York,252.78329530247711,20,Evening,1,Friday,1,2016,winter,False,east,seacost
Los Angeles,314.22469647514254,22,Evening,25,Monday,5,2020,spring,False,west,seacost
San Jose,233.7203844685795,19,Evening,18,Monday,12,2023,winter,False,west,seacost
